store_code,Latitude,Longitude,radius,beauty_supply_count,cosmetics_count,brands_count,quick_commerce_count,total_competitors,place_id,competitor_name,competitor_lat,competitor_lng,competitor_distance,competitor_address,competitor_types,competitor_rating,competitor_category,competitor_type
Manual-13,13.01499721,77.6442251,1000,6,4,2,3,15,ChIJR1l6cUcXrjsR5MkVeaFgPws,Spin Unisex Salon Kammanahalli,13.0127251,77.635279,1003,"No. 177, 2nd Floor, Oil Mill Road, Junction, Kammanahalli Main Rd, Bengaluru, Karnataka 560084, India","beauty_salon, point_of_interest, establishment",5,Beauty supply store,beauty
Manual-13,13.01499721,77.6442251,1000,6,4,2,3,15,ChIJu7Fqpr0XrjsRfFX1FKcdrVk,Adorn & Admire salon & wellness,13.0222037,77.6383644,1024,"1st Floor, No.420, V P Plaza, CMR Main Rd, HRBR Layout 2nd Block, Kalyan Nagar Nagar, Kammanahalli, Bengaluru, Karnataka 560043, India","beauty_salon, hair_care, health, point_of_interest, establishment",4.9,Beauty supply store,beauty
Manual-13,13.01499721,77.6442251,1000,6,4,2,3,15,ChIJuVqRZ2oXrjsRtTFejHIYQcw,Big basket Banaswadi,13.0062159,77.6407941,1046,"430, Maruti St, MS Nagar Post, Ramaswamipalya, Banaswadi, Bengaluru, Karnataka 560016, India","food, point_of_interest, establishment",3,Quick commerce,quick
Manual-13,13.01499721,77.6442251,1000,6,4,2,3,15,ChIJqQ40zBIXrjsR5XGkoKzlIPY,Prince Beauty And Glow,13.0214319,77.6371624,1049,"Maruthi Complex, 4/5, Kammanahalli Main Rd, opp. Jalvayuvihar, Sena Vihar, Kacharakanahalli, Bengaluru, Karnataka 560043, India","store, point_of_interest, establishment",4.9,Cosmetics store,cosmetics
Manual-13,13.01499721,77.6442251,1000,6,4,2,3,15,ChIJd31sVmcXrjsRbgSJWa9g6DM,Health & Glow - Kammanahalli,13.0230363,77.6371043,1182,"No. 59/1, 4th Cross, Chikkamuniyappa, Kevin Reddy Rd, next to Burger King, Kacharakanahalli, Bengaluru, Karnataka 560084, India","store, point_of_interest, establishment",4.7,Cosmetics store,cosmetics
Manual-14,12.92518073,77.54987636,1000,0,2,0,0,2,ChIJPcxRADI-rjsRec4Z9Qz7GEY,Health & Glow - Katriguppe,12.9252933,77.5505305,72,"Third Phase, Shop No 12, Maruthi Arcade, Outer Ring Road, South, opposite to Max, Banashankari 3rd Stage, Bengaluru, Karnataka 560085, India","store, point_of_interest, establishment",4.8,Cosmetics store,cosmetics
Manual-14,12.92518073,77.54987636,1000,0,2,0,0,2,ChIJu7C8-zE-rjsR9V_IKogZeUc,Glamora Beauty Stores,12.925951,77.5501887,92,"20, WHG2+92G Rohini Complex, KUKO KITCHEN ,US POLO Basement, 1st Cross Rd, next to Anna Kuteer Restaurant, 8 Block, 3rd Phase, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085, India","shopping_mall, store, point_of_interest, establishment",4.7,Cosmetics store,cosmetics
Manual-15,12.99839695,77.55151299,1000,2,1,1,1,5,ChIJdbKOzI89rjsRUJ1KTyYuO9E,Health & Glow - Rajajinagar,12.9963181,77.5515232,231,"156, ground floor Ward, Plot no, 15, 19th Main Rd, 2nd Block, Rajajinagar, Bengaluru, Karnataka 560003, India","store, point_of_interest, establishment",4.7,Cosmetics store,cosmetics
Manual-15,12.99839695,77.55151299,1000,2,1,1,1,5,ChIJ96PNMFo9rjsRJq6VgtmTEpc,Lakme Academy Rajajinagar,13.00311,77.5532148,556,"2nd Floor, HRK Arcade, Police station, 70/147, Dr Rajkumar Rd, opp. to Subramanyanagar, 1st Block, Rajajinagar, Bengaluru, Karnataka 560010, India","school, point_of_interest, establishment",4.5,Beauty brand,brand
Manual-15,12.99839695,77.55151299,1000,2,1,1,1,5,ChIJXeSKp849rjsRGtKCq-WK22I,"Swiggy Delivery boy Onboarding center, Malleshwaram",12.9941183,77.5555349,646,"2nd Floor, 85, 15th Main Road, next to Popular Tyers, 2nd Block, Jooganahalli Gramatana, Rajajinagar, Bengaluru, Karnataka 560010, India","point_of_interest, establishment",3.4,Quick commerce,quick
Manual-15,12.99839695,77.55151299,1000,2,1,1,1,5,ChIJN4dkPnY9rjsRT6Ln_zTEhX8,"Green Trends Unisex Hair & Style Salon, Rajajinagar",13.0042572,77.5534172,684,"59/21, 1st floor, Kothari Square, 1st A Main Rd, near Croma Store, 1st Block, 1st N Block, Rajajinagar, Bengaluru, Karnataka 560010, India","beauty_salon, point_of_interest, establishment",4.8,Beauty supply store,beauty
Manual-15,12.99839695,77.55151299,1000,2,1,1,1,5,ChIJr6SvRKI9rjsRHq00u4LpSz0,Castle Unisex Salon,12.9900946,77.5503741,932,"Shop No. F3 , 1st floor MG Chambers, 8th Main Rd, Shivanagar, Rajajinagar, Bengaluru, Karnataka 560010, India","beauty_salon, point_of_interest, establishment",4.9,Beauty supply store,beauty
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJMwo9jVQ-rjsRZc7Md0rvGTY,Lakme Salon,12.9204335,77.5205765,98,"1st Floor, No 500, 3rd Cross Rd, opposite BEML, Gattigere, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","beauty_salon, point_of_interest, establishment",4.7,Beauty brand,brand
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJPwix3qw_rjsRxtfUSX5tZ8w,Lakme Academy - RR Nagar,12.92062,77.5205672,114,"2nd FLOOR, G K ARCADE, 482, opp. to GRT JEWELLERY, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","hair_care, beauty_salon, school, point_of_interest, establishment",0,Beauty brand,brand
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJSfftCgA_rjsRL02muuF-tDI,I cosmetics,12.9207456,77.5205844,124,"481, opp. GRT Jewellery, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","store, point_of_interest, establishment",4.9,Cosmetics store,cosmetics
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJA74pOqY_rjsR04tytCgyC1s,FELIXIND,12.9184032,77.5205754,174,"BEML COMPLEX, 833, 60 FEET ROAD, BEML 3rd STAGE, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","store, point_of_interest, establishment",4.1,Cosmetics store,cosmetics
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJ-dDvZlQ-rjsRwKBK5neQJ-4,Spin Unisex Salon | Raja Rajeshwari Nagar,12.9217047,77.5207123,217,"Spin Unisex Salon (first floor)no-472 beside Karoor Vysya Bank O Pj 3rd stage, Jawaharlal Nehru Rd, BEML Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","beauty_salon, point_of_interest, establishment",4.8,Beauty supply store,beauty
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJE7-BiQs_rjsRCWEZTuAX3uM,Zepto Store,12.9198233,77.5191414,227,"1317, Kenchena Halli Rd, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","grocery_or_supermarket, food, store, point_of_interest, establishment",2.3,Quick commerce,quick
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJm1kDXQ8_rjsRyDwYerL1x2w,"Toni&Guy RR Nagar Bangalore - Hair Salon in R R Nagar, Unisex Top Beauty Salon in Rajarajeshwari Nagar, Salons in RR Nagar",12.9177043,77.5206274,245,"1st Floor, 841, Jawaharlal Nehru Rd, above Kushals, opp. Balakrishna Rangamandira, BEML Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","hair_care, beauty_salon, spa, point_of_interest, establishment",4.9,Beauty supply store,beauty
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJFTVxrNs_rjsRg9wKYLIeKdI,Health & Glow - Rajarajeshwarinagar,12.9170654,77.5204231,320,"Block No 1130, BEML Layout, West, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","store, point_of_interest, establishment",4.8,Cosmetics store,cosmetics
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJ86uU6Rc_rjsRRJlLuBNMWuY,Makeup Biography - RR Nagar,12.9168768,77.5206796,334,"1164, Basement, Jawaharlal Nehru Rd, BEML Layout, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","store, point_of_interest, establishment",4.9,Cosmetics store,cosmetics
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJa5GTDQA_rjsRITGqi5uAvY4,Tia beauty & beyond unisex salon,12.9226902,77.517741,495,"WGF9+444, 9th Main Rd, Remco Bhel Layout, Ideal Homes Twp, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","beauty_salon, hair_care, school, health, point_of_interest, establishment",4.9,Beauty brand,brand
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJgTeWbfY_rjsR2pxFdhG94yY,Kraft Studio Unisex Salon,12.9220719,77.5146967,752,"Remco Bhel Layout, Pattanagere, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","beauty_salon, point_of_interest, establishment",5,Beauty supply store,beauty
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJQ1AhI1Y-rjsRBOGFfANjfBE,Health & Glow - Rajarajeshwarinagar,12.9255929,77.5167741,804,"Shop No 98/D, Ideal House Building, Co-Operative Society Lay Out, South, beside Dominos Pizza, opposite to Reliance Fresh, Remco Bhel Layout, Ideal Homes Twp, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","store, point_of_interest, establishment",4.5,Cosmetics store,cosmetics
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJSbCFksI_rjsRvApIxNyqxmI,"Aadoo Unisex Salon – Bridal | Hair | Makeup – RR Nagar, Bangalor",12.916434,77.5133449,936,"2nd Floor, G R Plaza, Kenchena Halli Rd, above State Bank of India, Halagevaderahalli, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","beauty_salon, clothing_store, hair_care, spa, store, point_of_interest, establishment",4.8,Beauty supply store,beauty
Manual-16,12.91982574,77.52123582,1000,4,5,3,2,14,ChIJtXtEqtc_rjsRY9FZkBjZyjU,Instakart Pvt Ltd Grocery RR Nagar,12.9284663,77.5211001,962,"WGHC+9CQ, Jawaregowda Nagar, Javarandoddi, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India","supermarket, grocery_or_supermarket, food, store, point_of_interest, establishment",4.5,Quick commerce,quick
Manual-17,12.90786709,77.55239615,1000,1,1,2,2,6,ChIJ1-JmElY_rjsRJDOfI9MsZDY,BlinkIt,12.9121845,77.5525148,481,"13, 18th Main Rd, Brindavan Layout, Padmanabhanagar, Bengaluru, Karnataka 560061, India","food, point_of_interest, establishment",5,Quick commerce,quick
Manual-17,12.90786709,77.55239615,1000,1,1,2,2,6,ChIJwyD7lLA_rjsRhR2qwmsNiNc,Marvelsmix,12.9102477,77.556715,538,"2nd, #37/1, 2nd Cross, Main, main road, Gowdanapalya, Uttarahalli Hobli, Bengaluru, Karnataka 560061, India","beauty_salon, store, point_of_interest, establishment",5,Cosmetics store,cosmetics
Manual-17,12.90786709,77.55239615,1000,1,1,2,2,6,ChIJwRk-V0c_rjsRPud07l3jKlI,Spin Unisex Salon Uttarahalli,12.9075803,77.5470887,577,"65, Uttarahalli Main Rd, Samruddi Layout(Enclave), 2nd Stage, Uttarahalli Hobli, Bengaluru, Karnataka 560061, India","beauty_salon, point_of_interest, establishment",4.7,Beauty supply store,beauty
Manual-17,12.90786709,77.55239615,1000,1,1,2,2,6,ChIJ-6b2kCk_rjsRY8YQyCfm8EI,"ZUDIO - Uttarahalli, Bengaluru",12.9067457,77.546248,679,"Dr.Vishnuvardhan Rd, opposite to Reliance Fresh, Uttarahalli Hobli, Bengaluru, Karnataka 560066, India","clothing_store, shopping_mall, store, point_of_interest, establishment",4.2,Beauty brand,brand
Manual-17,12.90786709,77.55239615,1000,1,1,2,2,6,ChIJXSZl8Jk_rjsRDi-tHguOIAE,Subramanyapura instamart,12.9012485,77.5475622,904,"WG2W+FXQ, Saptagiri Layout, Subramanyapura, Bengaluru, Karnataka 560061, India","grocery_or_supermarket, food, store, point_of_interest, establishment",2.8,Quick commerce,quick
Manual-17,12.90786709,77.55239615,1000,1,1,2,2,6,ChIJienxX9Y_rjsRWPa4ku77UhQ,Lakme Salon,12.9131034,77.5590633,929,"Shop # F1, 1st Floor, Petrol Bunk, Uttarahalli Main Rd, near Kadirenahalli, above Karnataka Bank, Bendre Nagar, Bengaluru, Karnataka 560061, India","beauty_salon, point_of_interest, establishment",4.8,Beauty brand,brand
Manual-18,17.4405118,78.34978808,1000,3,1,2,0,6,ChIJ-TihtSmTyzsRlRMWMWxpsq8,ATHMA Luxury Salon and Spa,17.4388323,78.348682,221,"1st Floor, Kotak Pullela Gopichand Badminton Academy, ISB Rd, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, spa, health, point_of_interest, establishment",4.9,Beauty supply store,beauty
Manual-18,17.4405118,78.34978808,1000,3,1,2,0,6,ChIJRzV4oT2TyzsRt94LL4A7xhY,Health & Glow - Gachibowli,17.44283,78.35535,645,"Ground Floor, Sathyanarayana Arcade, Plot No 138 & 139, Vinayak Nagar, Indira Nagar, Gachibowli, Hyderabad, Telangana 500032, India","store, point_of_interest, establishment",4.9,Cosmetics store,cosmetics
Manual-18,17.4405118,78.34978808,1000,3,1,2,0,6,ChIJXRUm7QiTyzsRIWW7CBgf3i0,"ZUDIO - Star Bazaar, Gachibowli, Hyderabad",17.4442274,78.3555587,739,"Survey nos. 122, Sandhya Hotels Private Limited, Star Bazaar 18, 123 & 124, Gachibowli, Serilingampalle (M), Telangana 500032, India","clothing_store, shopping_mall, store, point_of_interest, establishment",4.1,Beauty brand,brand
Manual-18,17.4405118,78.34978808,1000,3,1,2,0,6,ChIJtSO5iVGTyzsRgieE45trZnI,"HAIR DO Salon - Best Unisex Salon in Gachibowli, Hyderabad - Hair | Beauty | Makeup",17.4416659,78.3581111,893,"3rd Floor, City Pearl, beside HDFC Bank, Vinayak Nagar, Indira Nagar, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, hair_care, spa, health, point_of_interest, establishment",4.4,Beauty supply store,beauty
Manual-18,17.4405118,78.34978808,1000,3,1,2,0,6,ChIJT3i1BpWTyzsR-qGSjpNI_Ac,Lakme Salon,17.4415274,78.3589168,976,"1st Floor, Grace Tower, No 2/37/127/2, next to Spencer Super Market, Vinayak Nagar, Indira Nagar, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, point_of_interest, establishment",4.5,Beauty brand,brand
Manual-18,17.4405118,78.34978808,1000,3,1,2,0,6,ChIJie-bt76TyzsRaNrPB-QqnHo,STAR LOOKS UNISEX SALON,17.4488376,78.3570971,1209,"3 floor, HIG-A-30, opp. DLF Road, above Apollo pharmacy, APHB Colony, housing board colony, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, point_of_interest, establishment",4.5,Beauty supply store,beauty
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJFQIC4o6XyzsRbKPTckjXWl0,HS glam touch,17.4158589,78.4373826,216,"8-2-603/B/34/79/1/A, Road No. 10, Singada Kunta, Banjara Hills, Hyderabad, Telangana 500034, India","beauty_salon, point_of_interest, establishment",5,Cosmetics store,cosmetics
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJC67gCDKXyzsR7ZskCJnq6Sc,Fantaize Beauty & Health Gallery,17.4204798,78.4409441,423,"8-2-414, Road No 4, Resham Bagh, Banjara Hills, Hyderabad, Telangana 500034, India","beauty_salon, point_of_interest, establishment",4.1,Cosmetics store,cosmetics
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJwVvhWOWXyzsRr2wK2rxfVns,Instamart,17.4207426,78.4426788,569,"CCCV+73M, Road No 4, Zahara Nagar, Banjara Hills, Hyderabad, Telangana 500034, India","grocery_or_supermarket, food, point_of_interest, store, establishment",4.1,Quick commerce,quick
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJX8hVSeGXyzsRY18Tzj01Tzo,"Glowfit - Clinic & Salon Studio, Skin & Hair Services in Banjara Hills",17.421015,78.4429824,613,"1st Floor, Vimbri Boulevard, Road No 4, Green Valley, Banjara Hills, Hyderabad, Telangana 500034, India","hair_care, beauty_salon, spa, health, point_of_interest, establishment",4.7,Cosmetics store,cosmetics
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJlTZhG8OXyzsR0AKazTt43wU,Hyve Beauty Bar,17.4215397,78.434013,680,"A/6, 8-2-316, Road No. 14, GS Nagar, Nandi Nagar, Banjara Hills, Hyderabad, Telangana 500034, India","beauty_salon, point_of_interest, establishment",5,Cosmetics store,cosmetics
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJ159__ySXyzsRBLV_JDB003I,Riyaanz Aesthetic,17.4109565,78.4383351,713,"road, 12, Banjara Valley St, opposite kaman, Banjara Hills, Hyderabad, Telangana 500028, India","hair_care, beauty_salon, spa, doctor, health, point_of_interest, store, establishment",4.8,Cosmetics store,cosmetics
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJc0WsZvWXyzsRUTIcYTtWbqE,19 Beauty Secrets - An Advanced Aesthetic Clinic in Hyderabad,17.4103139,78.437826,789,"Building, 4th Floor, RV Magnifique, 129/35/D1, Road No. 12, above Galaxy Dental, Filmnagar, Banjara Hills, Hyderabad, Telangana 500028, India","hair_care, beauty_salon, health, point_of_interest, establishment",4.6,Cosmetics store,cosmetics
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJG_-BWzCXyzsRbixbSeXxGaI,Cravve Beauty & Hair Salon Korean Facial Specialist in Hyderabad,17.4154879,78.4459942,805,"8-2-596, 5/B/1/D, Road No. 10, next to Star Hospital, above Chillapalli Weavers, Gaffar Khan Colony, Banjara Hills, Hyderabad, Telangana 500034, India","beauty_salon, hair_care, spa, point_of_interest, establishment",4.8,Cosmetics store,cosmetics
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJHVNByLWXyzsRbAG72tx_EoU,Swiggy,17.4088584,78.4386307,946,"CC5Q+GFR, Fortune Enclave, Sri Ram Nagar Colony, Banjara Hills, Hyderabad, Telangana 500028, India","point_of_interest, establishment",3,Quick commerce,quick
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJ57MD5yaXyzsRcfARTMSMf9w,Elvy Lifestyle,17.4124095,78.4308516,997,"12, Road, Kaushik Society, NBT Nagar, Banjara Hills, Hyderabad, Telangana 500028, India","shopping_mall, point_of_interest, establishment",3,Beauty brand,brand
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJL2VilKiXyzsRNHrde8_m_W0,Blinkit Pvt Ltd,17.4245648,78.432721,1022,"CCFM+R3H, Andhra Pradesh Real Estate, Green Valley, Banjara Hills, Hyderabad, Telangana 500034, India","grocery_or_supermarket, food, point_of_interest, store, establishment",3.1,Quick commerce,quick
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJjVdR6XWXyzsRAZmAaw5AvOI,"Zudio - Hyderabad, Telangana",17.4222805,78.4293906,1128,"Road No. 14, BNR Colony, Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034, India","clothing_store, point_of_interest, store, establishment",4.2,Beauty brand,brand
Manual-19,17.41735399,78.43867325,1000,0,7,3,3,13,ChIJjdLgVWWRyzsRZC8lYo_by8k,"Zudio - Banjara Hills, Hyderabad",17.4222949,78.4293886,1129,"1A,3,3, A/4, 1, 14, Road, BNR Colony, Banjara Hills, Hyderabad, Telangana 500034, India","clothing_store, point_of_interest, store, establishment",4.2,Beauty brand,brand
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJ-TihtSmTyzsRlRMWMWxpsq8,ATHMA Luxury Salon and Spa,17.4388323,78.348682,341,"1st Floor, Kotak Pullela Gopichand Badminton Academy, ISB Rd, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, spa, health, point_of_interest, establishment",4.9,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJRzV4oT2TyzsRt94LL4A7xhY,Health & Glow - Gachibowli,17.44283,78.35535,521,"Ground Floor, Sathyanarayana Arcade, Plot No 138 & 139, Vinayak Nagar, Indira Nagar, Gachibowli, Hyderabad, Telangana 500032, India","store, point_of_interest, establishment",4.9,Cosmetics store,cosmetics
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJXRUm7QiTyzsRIWW7CBgf3i0,"Zudio - Star Bazaar, Gachibowli, Hyderabad",17.4442274,78.3555587,613,"Survey nos. 122, Sandhya Hotels Private Limited, Star Bazaar 18, 123 & 124, Gachibowli, Serilingampalle (M), Telangana 500032, India","clothing_store, shopping_mall, store, point_of_interest, establishment",4.1,Beauty brand,brand
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJtSO5iVGTyzsRgieE45trZnI,"HAIR DO Salon - Best Unisex Salon in Gachibowli, Hyderabad - Hair | Beauty | Makeup",17.4416659,78.3581111,781,"3rd Floor, City Pearl, beside HDFC Bank, Vinayak Nagar, Indira Nagar, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, spa, hair_care, health, point_of_interest, establishment",4.4,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJXbpdpZWTyzsRBeAfGyM9TVw,BE ENRICH salon,17.4415499,78.3584231,814,"Flat No, Vivekanada Enclave, 102, above Milk Shake, opp. Himagiri Hospital, Vinayak Nagar, Indira Nagar, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, point_of_interest, establishment",4.1,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJT3i1BpWTyzsR-qGSjpNI_Ac,Lakme Salon,17.4415274,78.3589168,866,"1st Floor, Grace Tower, No 2/37/127/2, next to Spencer Super Market, Vinayak Nagar, Indira Nagar, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, point_of_interest, establishment",4.5,Beauty brand,brand
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJl8WiV5STyzsRR74LVyHUPDo,Sakhi Beauty Care,17.4403034,78.3596423,947,"NextGen elite women's hostel, near UCO bank, Vinayak Nagar, Indira Nagar, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, hair_care, spa, health, point_of_interest, establishment",4.3,Cosmetics store,cosmetics
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJy-mbtS-TyzsRJBKfLVoHHbM,Instamart,17.4398458,78.3602079,1012,"Survey no 90/2, Shop 1 Cellar, Greenland Colony, Indira Nagar, Gachibowli, Hyderabad, Telangana 500032, India","grocery_or_supermarket, food, store, point_of_interest, establishment",4,Quick commerce,quick
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJie-bt76TyzsRaNrPB-QqnHo,STAR LOOKS UNISEX SALON,17.4488376,78.3570971,1088,"3 floor, HIG-A-30, opp. DLF Road, above Apollo pharmacy, APHB Colony, housing board colony, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, point_of_interest, establishment",4.5,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJ7UdRVBuTyzsR4uiyN1lA4ag,Soul Secret Day Night Outcall Spa,17.4384451,78.3614662,1175,"SN98C, 1st Floor, Cyber Edifice, Greenland Colony, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032, India","spa, point_of_interest, establishment",4.9,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJEQvCg1mTyzsRegBpeiwftRg,"Zudio - Prism Mall, Hyderabad",17.4422576,78.3621977,1219,"NAVAYUGA VIZVA, Rajiv gandhi Nagar, Gachibowli, Hyderabad, Telangana 500032, India","clothing_store, store, point_of_interest, establishment",4,Beauty brand,brand
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJ_dfYjSiTyzsRmUVx0quz4eY,"ZUDIO BEAUTY - Gachibowli, Hyderabad",17.4425064,78.3623053,1234,"Rajiv gandhi Nagar, Gachibowli, Hyderabad, Telangana 500032, India","point_of_interest, store, establishment",4.8,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJCY3vNGyTyzsRtmXmue2R1Rc,"SRH Salon Street No 2, Gachibowli",17.4440373,78.3620113,1236,"1-43/4, Street Number 2, Chhota Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, point_of_interest, establishment",4.8,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJ5xyE6gaTyzsRNNMkra-YVb0,Bigbasket BB Now - Gachibowli,17.4455663,78.3628453,1373,"C9W7+65J, Main Road, Chhota Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500032, India","store, point_of_interest, establishment",4.1,Quick commerce,quick
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJgWxemeqTyzsRTb52dI_2Dyg,MACHO HAIR SALON FOR MEN,17.4451674,78.3630312,1376,"4th Floor,S K Towers, Opp: Canara Bank Kondapur Road, Street No. 3, near Radisson Hotel, Gachibowli, Telangana 500032, India","beauty_salon, spa, hair_care, health, point_of_interest, establishment",3.5,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJVxwHcEeTyzsR9_jmWARCyiQ,Charm Delight Beauty Salon,17.4415193,78.3641281,1419,"near green city hotel, Rahmat Gulshan Colony, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, point_of_interest, establishment",4.8,Cosmetics store,cosmetics
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJ1w9SGjqTyzsRgmomsznOCKc,Creative zone Men’s Salon,17.4415554,78.3641486,1421,"D, Shop No, H.No.2-54, 2 & 3, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, point_of_interest, establishment",4.8,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJQaDNWMCTyzsRbIqneP2j4Ag,Faith Hair & Beauty Salon,17.446988,78.3632711,1478,"H.No. 2-72, Plot No. 27G 2nd Floor, beside Radisson Hotel, Gachibowli, Telangana 500032, India","beauty_salon, point_of_interest, establishment",4.6,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJLYfHLZ2TyzsRr1bGgcU_yGw,Beaute & Nutrie - Q-Mart,17.446881,78.3639553,1538,"Sreshta Marvel, Gachibowli - Miyapur Rd, P Janardhan Reddy Nagar, Gachibowli, Hyderabad, Telangana 500032, India","point_of_interest, store, establishment",4.9,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJQx36_yiTyzsR9J3j0ejeyk0,Doggy Ville – Pet Food & Spa Hyderabad,17.4506037,78.3627473,1650,"26, beside Axis bank, Kondapur, Jayabheri Enclave, Gachibowli, Hyderabad, Telangana 500032, India","pet_store, veterinary_care, park, point_of_interest, store, establishment",4.9,Beauty supply store,beauty
Manual-20,17.44115315,78.35077335,1500,14,3,3,2,22,ChIJ_0-FkEiTyzsRiNEPx8qpTik,Vyom Salon – Unisex Hair & Beauty Salon in Gachibowli & Kondapur,17.4524967,78.3632997,1834,"Unit No 2, 1st Floor, Gachibowli - Miyapur Rd, above Dmart, beside Botanical Garden, Kondapur, Jayabheri Enclave, Gachibowli, Hyderabad, Telangana 500032, India","beauty_salon, spa, hair_care, health, point_of_interest, store, establishment",4.9,Beauty supply store,beauty
