Longitude,Latitude,population_density,lat_grid,lon_grid
77.54458303,13.12041681,4551.802246,13.1175,77.5485
77.55291636,13.12041681,6021.127441,13.1175,77.5485
77.5612497,13.12041681,7833.985352,13.1175,77.5575
77.56958303,13.12041681,8288.397461,13.1175,77.5665
77.57791636,13.12041681,10660.81934,13.1175,77.5755
77.5862497,13.12041681,6120.03418,13.1175,77.5845
77.59458303,13.12041681,6649.302246,13.1175,77.5935
77.60291636,13.12041681,8849.958008,13.1175,77.6025
77.6112497,13.12041681,14949.33594,13.1175,77.6115
77.61958303,13.12041681,12980.74219,13.1175,77.6205
77.62791636,13.12041681,9057.042969,13.1175,77.6295
77.6362497,13.12041681,7095.043457,13.1175,77.6385
77.64458303,13.12041681,5718.354004,13.1175,77.6475
77.65291636,13.12041681,5488.162109,13.1175,77.6565
77.6612497,13.12041681,5048.338867,13.1175,77.6655
77.66958303,13.12041681,5309.992676,13.1175,77.6655
77.67791636,13.12041681,4995.142578,13.1175,77.6745
77.6862497,13.12041681,3580.525879,13.1175,77.6835
77.69458303,13.12041681,2591.476563,13.1175,77.6925
77.70291636,13.12041681,2612.430908,13.1175,77.7015
77.7112497,13.12041681,2458.179199,13.1175,77.7105
77.71958303,13.12041681,1341.525391,13.1175,77.7195
77.72791636,13.12041681,1481.759033,13.1175,77.7285
77.7362497,13.12041681,522.2758179,13.1175,77.7375
77.74458303,13.12041681,311.4378967,13.1175,77.7465
77.75291636,13.12041681,356.6192932,13.1175,77.7555
77.7612497,13.12041681,328.4142761,13.1175,77.7645
77.76958303,13.12041681,499.7302246,13.1175,77.7735
77.77791636,13.12041681,357.218689,13.1175,77.7735
77.7862497,13.12041681,287.6525269,13.1175,77.7825
77.79458303,13.12041681,261.015686,13.1175,77.7915
77.40291636,13.11208347,4680.590332,13.1085,77.4045
77.4112497,13.11208347,3555.085449,13.1085,77.4135
77.41958303,13.11208347,3138.223633,13.1085,77.4225
77.42791636,13.11208347,3594.987549,13.1085,77.4315
77.4362497,13.11208347,4809.166992,13.1085,77.4405
77.44458303,13.11208347,5733.890625,13.1085,77.4405
77.45291636,13.11208347,3535.831299,13.1085,77.4495
77.4612497,13.11208347,3366.073242,13.1085,77.4585
77.46958303,13.11208347,3671.453369,13.1085,77.4675
77.47791636,13.11208347,5244.56543,13.1085,77.4765
77.4862497,13.11208347,5602.32373,13.1085,77.4855
77.49458303,13.11208347,4385.630371,13.1085,77.4945
77.50291636,13.11208347,4846.750977,13.1085,77.5035
77.5112497,13.11208347,5082.09668,13.1085,77.5125
77.51958303,13.11208347,6439.786133,13.1085,77.5215
77.52791636,13.11208347,6672.323242,13.1085,77.5305
